"","origin","destination","amount","year"
"2553","Northland","Whanganui",13,"2007"
"2554","Waitemata","Whanganui",16,"2007"
"2555","Auckland","Whanganui",21,"2007"
"2556","Counties Manukau","Whanganui",14,"2007"
"2557","Waikato","Whanganui",31,"2007"
"2558","Lakes","Whanganui",9,"2007"
"2559","Bay of Plenty","Whanganui",26,"2007"
"2560","Tairawhiti","Whanganui",4,"2007"
"2561","Taranaki","Whanganui",55,"2007"
"2562","Hawkes Bay","Whanganui",32,"2007"
"2563","Mid Central","Whanganui",70,"2007"
"2564","Whanganui","Whanganui",1966,"2007"
"2565","Capital and Coast","Whanganui",37,"2007"
"2566","Hutt","Whanganui",18,"2007"
"2567","Wairarapa","Whanganui",5,"2007"
"2568","Nelson Marlborough","Whanganui",11,"2007"
"2569","West Coast","Whanganui",7,"2007"
"2570","Canterbury","Whanganui",9,"2007"
"2571","South Canterbury","Whanganui",0,"2007"
"2572","Otago","Whanganui",6,"2007"
"2573","Southland","Whanganui",4,"2007"
"2574","Unknown","Whanganui",6,"2007"
"2575","Northland","Capital and Coast",21,"2007"
"2576","Waitemata","Capital and Coast",46,"2007"
"2577","Auckland","Capital and Coast",100,"2007"
"2578","Counties Manukau","Capital and Coast",48,"2007"
"2579","Waikato","Capital and Coast",63,"2007"
"2580","Lakes","Capital and Coast",34,"2007"
"2581","Bay of Plenty","Capital and Coast",43,"2007"
"2582","Tairawhiti","Capital and Coast",75,"2007"
"2583","Taranaki","Capital and Coast",44,"2007"
"2584","Hawkes Bay","Capital and Coast",252,"2007"
"2585","Mid Central","Capital and Coast",341,"2007"
"2586","Whanganui","Capital and Coast",174,"2007"
"2587","Capital and Coast","Capital and Coast",4628,"2007"
"2588","Hutt","Capital and Coast",671,"2007"
"2589","Wairarapa","Capital and Coast",104,"2007"
"2590","Nelson Marlborough","Capital and Coast",44,"2007"
"2591","West Coast","Capital and Coast",7,"2007"
"2592","Canterbury","Capital and Coast",64,"2007"
"2593","South Canterbury","Capital and Coast",12,"2007"
"2594","Otago","Capital and Coast",40,"2007"
"2595","Southland","Capital and Coast",10,"2007"
"2596","Unknown","Capital and Coast",18,"2007"
"2597","Northland","Hutt Valley",1,"2007"
"2598","Waitemata","Hutt Valley",5,"2007"
"2599","Auckland","Hutt Valley",7,"2007"
"2600","Counties Manukau","Hutt Valley",0,"2007"
"2601","Waikato","Hutt Valley",5,"2007"
"2602","Lakes","Hutt Valley",4,"2007"
"2603","Bay of Plenty","Hutt Valley",3,"2007"
"2604","Tairawhiti","Hutt Valley",1,"2007"
"2605","Taranaki","Hutt Valley",6,"2007"
"2606","Hawkes Bay","Hutt Valley",7,"2007"
"2607","Mid Central","Hutt Valley",5,"2007"
"2608","Whanganui","Hutt Valley",5,"2007"
"2609","Capital and Coast","Hutt Valley",196,"2007"
"2610","Hutt","Hutt Valley",2697,"2007"
"2611","Wairarapa","Hutt Valley",15,"2007"
"2612","Nelson Marlborough","Hutt Valley",6,"2007"
"2613","West Coast","Hutt Valley",0,"2007"
"2614","Canterbury","Hutt Valley",5,"2007"
"2615","South Canterbury","Hutt Valley",0,"2007"
"2616","Otago","Hutt Valley",5,"2007"
"2617","Southland","Hutt Valley",0,"2007"
"2618","Unknown","Hutt Valley",1,"2007"
"2619","Northland","Wairarapa",2,"2007"
"2620","Waitemata","Wairarapa",2,"2007"
"2621","Auckland","Wairarapa",1,"2007"
"2622","Counties Manukau","Wairarapa",1,"2007"
"2623","Waikato","Wairarapa",1,"2007"
"2624","Lakes","Wairarapa",1,"2007"
"2625","Bay of Plenty","Wairarapa",1,"2007"
"2626","Tairawhiti","Wairarapa",0,"2007"
"2627","Taranaki","Wairarapa",3,"2007"
"2628","Hawkes Bay","Wairarapa",10,"2007"
"2629","Mid Central","Wairarapa",14,"2007"
"2630","Whanganui","Wairarapa",1,"2007"
"2631","Capital and Coast","Wairarapa",24,"2007"
"2632","Hutt","Wairarapa",14,"2007"
"2633","Wairarapa","Wairarapa",729,"2007"
"2634","Nelson Marlborough","Wairarapa",2,"2007"
"2635","West Coast","Wairarapa",0,"2007"
"2636","Canterbury","Wairarapa",1,"2007"
"2637","South Canterbury","Wairarapa",0,"2007"
"2638","Otago","Wairarapa",0,"2007"
"2639","Southland","Wairarapa",1,"2007"
"2640","Unknown","Wairarapa",0,"2007"
"2641","Northland","Nelson Marlborough",5,"2007"
"2642","Waitemata","Nelson Marlborough",19,"2007"
"2643","Auckland","Nelson Marlborough",22,"2007"
"2644","Counties Manukau","Nelson Marlborough",4,"2007"
"2645","Waikato","Nelson Marlborough",13,"2007"
"2646","Lakes","Nelson Marlborough",9,"2007"
"2647","Bay of Plenty","Nelson Marlborough",17,"2007"
"2648","Tairawhiti","Nelson Marlborough",2,"2007"
"2649","Taranaki","Nelson Marlborough",10,"2007"
"2650","Hawkes Bay","Nelson Marlborough",15,"2007"
"2651","Mid Central","Nelson Marlborough",14,"2007"
"2652","Whanganui","Nelson Marlborough",5,"2007"
"2653","Capital and Coast","Nelson Marlborough",40,"2007"
"2654","Hutt","Nelson Marlborough",14,"2007"
"2655","Wairarapa","Nelson Marlborough",1,"2007"
"2656","Nelson Marlborough","Nelson Marlborough",3892,"2007"
"2657","West Coast","Nelson Marlborough",43,"2007"
"2658","Canterbury","Nelson Marlborough",122,"2007"
"2659","South Canterbury","Nelson Marlborough",5,"2007"
"2660","Otago","Nelson Marlborough",19,"2007"
"2661","Southland","Nelson Marlborough",16,"2007"
"2662","Unknown","Nelson Marlborough",7,"2007"
"2663","Northland","West Coast",1,"2007"
"2664","Waitemata","West Coast",5,"2007"
"2665","Auckland","West Coast",3,"2007"
"2666","Counties Manukau","West Coast",4,"2007"
"2667","Waikato","West Coast",9,"2007"
"2668","Lakes","West Coast",1,"2007"
"2669","Bay of Plenty","West Coast",6,"2007"
"2670","Tairawhiti","West Coast",2,"2007"
"2671","Taranaki","West Coast",5,"2007"
"2672","Hawkes Bay","West Coast",3,"2007"
"2673","Mid Central","West Coast",0,"2007"
"2674","Whanganui","West Coast",0,"2007"
"2675","Capital and Coast","West Coast",5,"2007"
"2676","Hutt","West Coast",2,"2007"
"2677","Wairarapa","West Coast",0,"2007"
"2678","Nelson Marlborough","West Coast",46,"2007"
"2679","West Coast","West Coast",1190,"2007"
"2680","Canterbury","West Coast",55,"2007"
"2681","South Canterbury","West Coast",3,"2007"
"2682","Otago","West Coast",12,"2007"
"2683","Southland","West Coast",11,"2007"
"2684","Unknown","West Coast",13,"2007"
"2685","Northland","Canterbury",19,"2007"
"2686","Waitemata","Canterbury",29,"2007"
"2687","Auckland","Canterbury",47,"2007"
"2688","Counties Manukau","Canterbury",23,"2007"
"2689","Waikato","Canterbury",45,"2007"
"2690","Lakes","Canterbury",18,"2007"
"2691","Bay of Plenty","Canterbury",20,"2007"
"2692","Tairawhiti","Canterbury",6,"2007"
"2693","Taranaki","Canterbury",16,"2007"
"2694","Hawkes Bay","Canterbury",27,"2007"
"2695","Mid Central","Canterbury",20,"2007"
"2696","Whanganui","Canterbury",17,"2007"
"2697","Capital and Coast","Canterbury",57,"2007"
"2698","Hutt","Canterbury",21,"2007"
"2699","Wairarapa","Canterbury",2,"2007"
"2700","Nelson Marlborough","Canterbury",217,"2007"
"2701","West Coast","Canterbury",122,"2007"
"2702","Canterbury","Canterbury",8763,"2007"
"2703","South Canterbury","Canterbury",139,"2007"
"2704","Otago","Canterbury",214,"2007"
"2705","Southland","Canterbury",114,"2007"
"2706","Unknown","Canterbury",58,"2007"
"2707","Northland","South Canterbury",2,"2007"
"2708","Waitemata","South Canterbury",2,"2007"
"2709","Auckland","South Canterbury",1,"2007"
"2710","Counties Manukau","South Canterbury",1,"2007"
"2711","Waikato","South Canterbury",5,"2007"
"2712","Lakes","South Canterbury",2,"2007"
"2713","Bay of Plenty","South Canterbury",6,"2007"
"2714","Tairawhiti","South Canterbury",3,"2007"
"2715","Taranaki","South Canterbury",2,"2007"
"2716","Hawkes Bay","South Canterbury",3,"2007"
"2717","Mid Central","South Canterbury",0,"2007"
"2718","Whanganui","South Canterbury",2,"2007"
"2719","Capital and Coast","South Canterbury",2,"2007"
"2720","Hutt","South Canterbury",1,"2007"
"2721","Wairarapa","South Canterbury",1,"2007"
"2722","Nelson Marlborough","South Canterbury",15,"2007"
"2723","West Coast","South Canterbury",4,"2007"
"2724","Canterbury","South Canterbury",85,"2007"
"2725","South Canterbury","South Canterbury",785,"2007"
"2726","Otago","South Canterbury",38,"2007"
"2727","Southland","South Canterbury",13,"2007"
"2728","Unknown","South Canterbury",5,"2007"
"2729","Northland","Otago",8,"2007"
"2730","Waitemata","Otago",18,"2007"
"2731","Auckland","Otago",26,"2007"
"2732","Counties Manukau","Otago",8,"2007"
"2733","Waikato","Otago",11,"2007"
"2734","Lakes","Otago",11,"2007"
"2735","Bay of Plenty","Otago",9,"2007"
"2736","Tairawhiti","Otago",1,"2007"
"2737","Taranaki","Otago",6,"2007"
"2738","Hawkes Bay","Otago",10,"2007"
"2739","Mid Central","Otago",9,"2007"
"2740","Whanganui","Otago",3,"2007"
"2741","Capital and Coast","Otago",22,"2007"
"2742","Hutt","Otago",8,"2007"
"2743","Wairarapa","Otago",2,"2007"
"2744","Nelson Marlborough","Otago",26,"2007"
"2745","West Coast","Otago",11,"2007"
"2746","Canterbury","Otago",103,"2007"
"2747","South Canterbury","Otago",24,"2007"
"2748","Otago","Otago",5230,"2007"
"2749","Southland","Otago",158,"2007"
"2750","Unknown","Otago",10,"2007"
"2751","Northland","Southland",8,"2007"
"2752","Waitemata","Southland",20,"2007"
"2753","Auckland","Southland",11,"2007"
"2754","Counties Manukau","Southland",13,"2007"
"2755","Waikato","Southland",15,"2007"
"2756","Lakes","Southland",3,"2007"
"2757","Bay of Plenty","Southland",16,"2007"
"2758","Tairawhiti","Southland",0,"2007"
"2759","Taranaki","Southland",4,"2007"
"2760","Hawkes Bay","Southland",8,"2007"
"2761","Mid Central","Southland",15,"2007"
"2762","Whanganui","Southland",5,"2007"
"2763","Capital and Coast","Southland",12,"2007"
"2764","Hutt","Southland",8,"2007"
"2765","Wairarapa","Southland",3,"2007"
"2766","Nelson Marlborough","Southland",26,"2007"
"2767","West Coast","Southland",13,"2007"
"2768","Canterbury","Southland",103,"2007"
"2769","South Canterbury","Southland",12,"2007"
"2770","Otago","Southland",208,"2007"
"2771","Southland","Southland",3093,"2007"
"2772","Unknown","Southland",14,"2007"
"2773","Northland","Northland",3848,"2008"
"2774","Waitemata","Northland",117,"2008"
"2775","Auckland","Northland",88,"2008"
"2776","Counties Manukau","Northland",53,"2008"
"2777","Waikato","Northland",31,"2008"
"2778","Lakes","Northland",11,"2008"
"2779","Bay of Plenty","Northland",11,"2008"
"2780","Tairawhiti","Northland",2,"2008"
"2781","Taranaki","Northland",7,"2008"
"2782","Hawkes Bay","Northland",11,"2008"
"2783","Mid Central","Northland",8,"2008"
"2784","Whanganui","Northland",5,"2008"
"2785","Capital and Coast","Northland",161,"2008"
"2786","Hutt","Northland",5,"2008"
"2787","Wairarapa","Northland",2,"2008"
"2788","Nelson Marlborough","Northland",2,"2008"
"2789","West Coast","Northland",3,"2008"
"2790","Canterbury","Northland",6,"2008"
"2791","South Canterbury","Northland",0,"2008"
"2792","Otago","Northland",2,"2008"
"2793","Southland","Northland",2,"2008"
"2794","Unknown","Northland",5,"2008"
"2795","Northland","Waitemata",278,"2008"
"2796","Waitemata","Waitemata",12256,"2008"
"2797","Auckland","Waitemata",4266,"2008"
"2798","Counties Manukau","Waitemata",3491,"2008"
"2799","Waikato","Waitemata",176,"2008"
"2800","Lakes","Waitemata",128,"2008"
"2801","Bay of Plenty","Waitemata",92,"2008"
"2802","Tairawhiti","Waitemata",9,"2008"
"2803","Taranaki","Waitemata",20,"2008"
"2804","Hawkes Bay","Waitemata",29,"2008"
"2805","Mid Central","Waitemata",19,"2008"
"2806","Whanganui","Waitemata",11,"2008"
"2807","Capital and Coast","Waitemata",63,"2008"
"2808","Hutt","Waitemata",20,"2008"
"2809","Wairarapa","Waitemata",5,"2008"
"2810","Nelson Marlborough","Waitemata",11,"2008"
"2811","West Coast","Waitemata",1,"2008"
"2812","Canterbury","Waitemata",53,"2008"
"2813","South Canterbury","Waitemata",3,"2008"
"2814","Otago","Waitemata",15,"2008"
"2815","Southland","Waitemata",17,"2008"
"2816","Unknown","Waitemata",101,"2008"
"2817","Northland","Auckland",58,"2008"
"2818","Waitemata","Auckland",676,"2008"
"2819","Auckland","Auckland",7081,"2008"
"2820","Counties Manukau","Auckland",329,"2008"
"2821","Waikato","Auckland",70,"2008"
"2822","Lakes","Auckland",20,"2008"
"2823","Bay of Plenty","Auckland",31,"2008"
"2824","Tairawhiti","Auckland",7,"2008"
"2825","Taranaki","Auckland",19,"2008"
"2826","Hawkes Bay","Auckland",16,"2008"
"2827","Mid Central","Auckland",12,"2008"
"2828","Whanganui","Auckland",4,"2008"
"2829","Capital and Coast","Auckland",45,"2008"
"2830","Hutt","Auckland",16,"2008"
"2831","Wairarapa","Auckland",5,"2008"
"2832","Nelson Marlborough","Auckland",4,"2008"
"2833","West Coast","Auckland",0,"2008"
"2834","Canterbury","Auckland",12,"2008"
"2835","South Canterbury","Auckland",1,"2008"
"2836","Otago","Auckland",13,"2008"
"2837","Southland","Auckland",7,"2008"
"2838","Unknown","Auckland",15,"2008"
"2839","Northland","Counties Manukau",111,"2008"
"2840","Waitemata","Counties Manukau",282,"2008"
"2841","Auckland","Counties Manukau",801,"2008"
"2842","Counties Manukau","Counties Manukau",8320,"2008"
"2843","Waikato","Counties Manukau",121,"2008"
"2844","Lakes","Counties Manukau",34,"2008"
"2845","Bay of Plenty","Counties Manukau",51,"2008"
"2846","Tairawhiti","Counties Manukau",5,"2008"
"2847","Taranaki","Counties Manukau",44,"2008"
"2848","Hawkes Bay","Counties Manukau",14,"2008"
"2849","Mid Central","Counties Manukau",17,"2008"
"2850","Whanganui","Counties Manukau",11,"2008"
"2851","Capital and Coast","Counties Manukau",39,"2008"
"2852","Hutt","Counties Manukau",18,"2008"
"2853","Wairarapa","Counties Manukau",3,"2008"
"2854","Nelson Marlborough","Counties Manukau",5,"2008"
"2855","West Coast","Counties Manukau",3,"2008"
"2856","Canterbury","Counties Manukau",21,"2008"
"2857","South Canterbury","Counties Manukau",0,"2008"
"2858","Otago","Counties Manukau",11,"2008"
"2859","Southland","Counties Manukau",4,"2008"
"2860","Unknown","Counties Manukau",34,"2008"
"2861","Northland","Waikato",40,"2008"
"2862","Waitemata","Waikato",73,"2008"
"2863","Auckland","Waikato",98,"2008"
"2864","Counties Manukau","Waikato",135,"2008"
"2865","Waikato","Waikato",6831,"2008"
"2866","Lakes","Waikato",138,"2008"
"2867","Bay of Plenty","Waikato",242,"2008"
"2868","Tairawhiti","Waikato",11,"2008"
"2869","Taranaki","Waikato",97,"2008"
"2870","Hawkes Bay","Waikato",36,"2008"
"2871","Mid Central","Waikato",29,"2008"
"2872","Whanganui","Waikato",27,"2008"
"2873","Capital and Coast","Waikato",54,"2008"
"2874","Hutt","Waikato",25,"2008"
"2875","Wairarapa","Waikato",6,"2008"
"2876","Nelson Marlborough","Waikato",17,"2008"
"2877","West Coast","Waikato",4,"2008"
"2878","Canterbury","Waikato",25,"2008"
"2879","South Canterbury","Waikato",6,"2008"
"2880","Otago","Waikato",18,"2008"
"2881","Southland","Waikato",14,"2008"
"2882","Unknown","Waikato",29,"2008"
"2883","Northland","Lakes",11,"2008"
"2884","Waitemata","Lakes",14,"2008"
"2885","Auckland","Lakes",21,"2008"
"2886","Counties Manukau","Lakes",20,"2008"
"2887","Waikato","Lakes",75,"2008"
"2888","Lakes","Lakes",2462,"2008"
"2889","Bay of Plenty","Lakes",111,"2008"
"2890","Tairawhiti","Lakes",3,"2008"
"2891","Taranaki","Lakes",4,"2008"
"2892","Hawkes Bay","Lakes",19,"2008"
"2893","Mid Central","Lakes",13,"2008"
"2894","Whanganui","Lakes",8,"2008"
"2895","Capital and Coast","Lakes",18,"2008"
"2896","Hutt","Lakes",10,"2008"
"2897","Wairarapa","Lakes",4,"2008"
"2898","Nelson Marlborough","Lakes",4,"2008"
"2899","West Coast","Lakes",0,"2008"
"2900","Canterbury","Lakes",9,"2008"
"2901","South Canterbury","Lakes",0,"2008"
"2902","Otago","Lakes",7,"2008"
"2903","Southland","Lakes",0,"2008"
"2904","Unknown","Lakes",8,"2008"
"2905","Northland","Bay of Plenty",21,"2008"
"2906","Waitemata","Bay of Plenty",34,"2008"
"2907","Auckland","Bay of Plenty",45,"2008"
"2908","Counties Manukau","Bay of Plenty",28,"2008"
"2909","Waikato","Bay of Plenty",116,"2008"
"2910","Lakes","Bay of Plenty",73,"2008"
"2911","Bay of Plenty","Bay of Plenty",5662,"2008"
"2912","Tairawhiti","Bay of Plenty",14,"2008"
"2913","Taranaki","Bay of Plenty",10,"2008"
"2914","Hawkes Bay","Bay of Plenty",17,"2008"
"2915","Mid Central","Bay of Plenty",14,"2008"
"2916","Whanganui","Bay of Plenty",8,"2008"
"2917","Capital and Coast","Bay of Plenty",27,"2008"
"2918","Hutt","Bay of Plenty",12,"2008"
"2919","Wairarapa","Bay of Plenty",3,"2008"
"2920","Nelson Marlborough","Bay of Plenty",7,"2008"
"2921","West Coast","Bay of Plenty",0,"2008"
"2922","Canterbury","Bay of Plenty",12,"2008"
"2923","South Canterbury","Bay of Plenty",1,"2008"
"2924","Otago","Bay of Plenty",15,"2008"
"2925","Southland","Bay of Plenty",11,"2008"
"2926","Unknown","Bay of Plenty",16,"2008"
"2927","Northland","Tairawhiti",5,"2008"
"2928","Waitemata","Tairawhiti",19,"2008"
"2929","Auckland","Tairawhiti",19,"2008"
"2930","Counties Manukau","Tairawhiti",20,"2008"
"2931","Waikato","Tairawhiti",36,"2008"
"2932","Lakes","Tairawhiti",10,"2008"
"2933","Bay of Plenty","Tairawhiti",27,"2008"
"2934","Tairawhiti","Tairawhiti",1674,"2008"
"2935","Taranaki","Tairawhiti",3,"2008"
"2936","Hawkes Bay","Tairawhiti",49,"2008"
"2937","Mid Central","Tairawhiti",18,"2008"
"2938","Whanganui","Tairawhiti",5,"2008"
"2939","Capital and Coast","Tairawhiti",27,"2008"
"2940","Hutt","Tairawhiti",13,"2008"
"2941","Wairarapa","Tairawhiti",1,"2008"
"2942","Nelson Marlborough","Tairawhiti",4,"2008"
"2943","West Coast","Tairawhiti",1,"2008"
"2944","Canterbury","Tairawhiti",5,"2008"
"2945","South Canterbury","Tairawhiti",0,"2008"
"2946","Otago","Tairawhiti",4,"2008"
"2947","Southland","Tairawhiti",3,"2008"
"2948","Unknown","Tairawhiti",2,"2008"
"2949","Northland","Taranaki",5,"2008"
"2950","Waitemata","Taranaki",3,"2008"
"2951","Auckland","Taranaki",9,"2008"
"2952","Counties Manukau","Taranaki",10,"2008"
"2953","Waikato","Taranaki",20,"2008"
"2954","Lakes","Taranaki",7,"2008"
"2955","Bay of Plenty","Taranaki",8,"2008"
"2956","Tairawhiti","Taranaki",2,"2008"
"2957","Taranaki","Taranaki",3382,"2008"
"2958","Hawkes Bay","Taranaki",3,"2008"
"2959","Mid Central","Taranaki",24,"2008"
"2960","Whanganui","Taranaki",23,"2008"
"2961","Capital and Coast","Taranaki",21,"2008"
"2962","Hutt","Taranaki",9,"2008"
"2963","Wairarapa","Taranaki",2,"2008"
"2964","Nelson Marlborough","Taranaki",3,"2008"
"2965","West Coast","Taranaki",2,"2008"
"2966","Canterbury","Taranaki",9,"2008"
"2967","South Canterbury","Taranaki",0,"2008"
"2968","Otago","Taranaki",1,"2008"
"2969","Southland","Taranaki",1,"2008"
"2970","Unknown","Taranaki",4,"2008"
"2971","Northland","Hawke's Bay",4,"2008"
"2972","Waitemata","Hawke's Bay",12,"2008"
"2973","Auckland","Hawke's Bay",13,"2008"
"2974","Counties Manukau","Hawke's Bay",13,"2008"
"2975","Waikato","Hawke's Bay",10,"2008"
"2976","Lakes","Hawke's Bay",5,"2008"
"2977","Bay of Plenty","Hawke's Bay",18,"2008"
"2978","Tairawhiti","Hawke's Bay",15,"2008"
"2979","Taranaki","Hawke's Bay",11,"2008"
"2980","Hawkes Bay","Hawke's Bay",2798,"2008"
"2981","Mid Central","Hawke's Bay",21,"2008"
"2982","Whanganui","Hawke's Bay",10,"2008"
"2983","Capital and Coast","Hawke's Bay",30,"2008"
"2984","Hutt","Hawke's Bay",14,"2008"
"2985","Wairarapa","Hawke's Bay",5,"2008"
"2986","Nelson Marlborough","Hawke's Bay",4,"2008"
"2987","West Coast","Hawke's Bay",0,"2008"
"2988","Canterbury","Hawke's Bay",5,"2008"
"2989","South Canterbury","Hawke's Bay",0,"2008"
"2990","Otago","Hawke's Bay",2,"2008"
"2991","Southland","Hawke's Bay",1,"2008"
"2992","Unknown","Hawke's Bay",4,"2008"
"2993","Northland","MidCentral",16,"2008"
"2994","Waitemata","MidCentral",29,"2008"
"2995","Auckland","MidCentral",18,"2008"
"2996","Counties Manukau","MidCentral",23,"2008"
"2997","Waikato","MidCentral",35,"2008"
"2998","Lakes","MidCentral",22,"2008"
"2999","Bay of Plenty","MidCentral",32,"2008"
"3000","Tairawhiti","MidCentral",9,"2008"
"3001","Taranaki","MidCentral",29,"2008"
"3002","Hawkes Bay","MidCentral",63,"2008"
"3003","Mid Central","MidCentral",3265,"2008"
"3004","Whanganui","MidCentral",85,"2008"
"3005","Capital and Coast","MidCentral",135,"2008"
"3006","Hutt","MidCentral",45,"2008"
"3007","Wairarapa","MidCentral",38,"2008"
"3008","Nelson Marlborough","MidCentral",14,"2008"
"3009","West Coast","MidCentral",3,"2008"
"3010","Canterbury","MidCentral",21,"2008"
"3011","South Canterbury","MidCentral",0,"2008"
"3012","Otago","MidCentral",8,"2008"
"3013","Southland","MidCentral",10,"2008"
